ts_ns,px,qty
1756195738000000000,110505.75,0.01
1756195739000000000,110505.68000000001,0.0048000000000000004
1756195740000000000,110505.73,0.01
1756195741000000000,110505.65000000001,0.0048000000000000004
1756195742000000000,110505.64,0.01
1756195743000000000,110505.64,0.01
1756195744000000000,110505.62,0.01
1756195745000000000,110505.54000000001,0.01
1756195746000000000,110505.46,0.01
1756195747000000000,110505.38,0.0048000000000000004
1756195748000000000,110505.37,0.01
1756195749000000000,110505.35,0.01
1756195750000000000,110505.31,0.01
1756195751000000000,110505.31,0.01
1756195752000000000,110505.25,0.01
1756195753000000000,110505.17,0.01
1756195754000000000,110505.18000000001,0.0048000000000000004
1756195755000000000,110505.16,0.006
1756195756000000000,110505.07,0.01
1756195757000000000,110505.01000000001,0.01
1756195758000000000,110505.01000000001,0.01
1756195759000000000,110504.98,0.0048000000000000004
1756195760000000000,110504.95,0.01
1756195761000000000,110504.94,0.0076
1756195762000000000,110504.89,0.01
1756195763000000000,110504.85,0.01
1756195764000000000,110504.78,0.01
1756195765000000000,110504.8,0.01
1756195766000000000,110504.75,0.01
1756195767000000000,110504.71,0.01
1756195768000000000,110504.64,0.01
1756195769000000000,110504.64,0.01
1756195770000000000,110504.61,0.0048000000000000004
1756195771000000000,110504.58,0.01
1756195772000000000,110504.56,0.01
1756195773000000000,110504.56,0.01
1756195774000000000,110504.54000000001,0.01
1756195775000000000,110504.5,0.0048000000000000004
1756195776000000000,110504.49,0.01
1756195777000000000,110504.40000000001,0.01
1756195778000000000,110504.34,0.0048000000000000004
1756195779000000000,110504.37,0.0009000000000000001
1756195780000000000,110504.18000000001,0.0048000000000000004
1756195781000000000,110504.11,0.0048000000000000004
1756195782000000000,110504.09,0.0057
1756195783000000000,110504.06,0.01
1756195784000000000,110503.99,0.0048000000000000004
1756195785000000000,110503.91,0.01
1756195786000000000,110503.86,0.01
1756195787000000000,110503.82,0.01
1756195788000000000,110503.82,0.01
1756195789000000000,110503.79000000001,0.01
1756195790000000000,110503.75,0.01
1756195791000000000,110503.71,0.01
1756195792000000000,110503.69,0.01
1756195793000000000,110503.62,0.01
1756195794000000000,110503.62,0.01
1756195795000000000,110503.62,0.01
1756195796000000000,110503.62,0.01
1756195797000000000,110503.54000000001,0.01
1756195798000000000,110503.52,0.01
1756195799000000000,110503.46,0.01
1756195800000000000,110503.38,0.01
1756195801000000000,110503.31,0.01
1756195802000000000,110503.29000000001,0.01
1756195803000000000,110503.24,0.01
1756195804000000000,110503.17,0.01
1756195805000000000,110503.09,0.01
1756195806000000000,110503.04000000001,0.0048000000000000004
1756195807000000000,110502.98,0.0094
1756195808000000000,110502.89,0.01
1756195809000000000,110502.92,0.0048000000000000004
1756195810000000000,110502.86,0.01
1756195811000000000,110502.78,0.01
1756195812000000000,110502.72,0.01
1756195813000000000,110502.72,0.01
1756195814000000000,110502.63,0.0048000000000000004
1756195815000000000,110502.62,0.01
1756195816000000000,110502.62,0.01
1756195817000000000,110502.61,0.0009000000000000001
1756195818000000000,110502.56,0.01
1756195819000000000,110502.56,0.01
1756195820000000000,110502.49,0.01
1756195821000000000,110502.37,0.01
1756195822000000000,110502.32,0.01
1756195823000000000,110502.25,0.0048000000000000004
1756195824000000000,110502.29000000001,0.01
1756195825000000000,110502.22,0.0048000000000000004
1756195826000000000,110502.29000000001,0.01
1756195827000000000,110502.22,0.0048000000000000004
1756195828000000000,110502.23,0.01
1756195829000000000,110502.19,0.01
1756195830000000000,110502.12,0.01
1756195831000000000,110502.02,0.01
1756195832000000000,110502.04000000001,0.01
1756195833000000000,110501.98,0.01
1756195834000000000,110501.93000000001,0.0048000000000000004
1756195835000000000,110501.88,0.01
1756195836000000000,110501.86,0.01
1756195837000000000,110501.81,0.0048000000000000004
1756195838000000000,110501.74,0.01
1756195839000000000,110501.76000000001,0.01
1756195840000000000,110501.76000000001,0.01
1756195841000000000,110501.69,0.009300000000000001
1756195842000000000,110501.6,0.01
1756195843000000000,110501.52,0.01
1756195844000000000,110501.5,0.01
1756195845000000000,110501.44,0.01
1756195846000000000,110501.44,0.01
1756195847000000000,110501.38,0.01
1756195848000000000,110501.35,0.01
1756195849000000000,110501.35,0.01
1756195850000000000,110501.27,0.01
1756195851000000000,110501.28,0.0048000000000000004
1756195852000000000,110501.19,0.01
1756195853000000000,110501.2,0.0048000000000000004
1756195854000000000,110501.23,0.01
1756195855000000000,110501.15000000001,0.01
1756195856000000000,110501.1,0.0048000000000000004
1756195857000000000,110501.05,0.01
1756195858000000000,110500.97,0.01
1756195859000000000,110500.92,0.0048000000000000004
1756195860000000000,110500.87,0.01
1756195861000000000,110500.87,0.01
1756195862000000000,110500.81,0.0048000000000000004
1756195863000000000,110500.79000000001,0.01
1756195864000000000,110500.73,0.0048000000000000004
1756195865000000000,110500.65000000001,0.0048000000000000004
1756195866000000000,110500.62,0.01
1756195867000000000,110500.54000000001,0.01
1756195868000000000,110500.49,0.01
1756195869000000000,110500.41,0.01
1756195870000000000,110500.34,0.0048000000000000004
1756195871000000000,110500.37,0.01
1756195872000000000,110500.31,0.01
1756195873000000000,110500.29000000001,0.01
1756195874000000000,110500.29000000001,0.01
1756195875000000000,110500.29000000001,0.01
1756195876000000000,110500.29000000001,0.01
1756195877000000000,110500.23,0.01
1756195878000000000,110500.21,0.01
1756195879000000000,110500.21,0.01
1756195880000000000,110500.2,0.0048000000000000004
1756195881000000000,110500.19,0.01
1756195882000000000,110500.13,0.01
1756195883000000000,110500.08,0.0048000000000000004
1756195884000000000,110500.01000000001,0.01
1756195885000000000,110499.93000000001,0.01
1756195886000000000,110499.87,0.01
1756195887000000000,110499.91,0.01
1756195888000000000,110499.88,0.01
1756195889000000000,110499.86,0.01
1756195890000000000,110499.83,0.01
1756195891000000000,110499.83,0.01
1756195892000000000,110499.82,0.0048000000000000004
1756195893000000000,110499.85,0.01
1756195894000000000,110499.73,0.01
1756195895000000000,110499.7,0.0048000000000000004
1756195896000000000,110499.67,0.01
1756195897000000000,110499.68000000001,0.0048000000000000004
1756195898000000000,110499.61,0.01
1756195899000000000,110499.61,0.01
1756195900000000000,110499.57,0.01
1756195901000000000,110499.55,0.01
1756195902000000000,110499.5,0.0048000000000000004
1756195903000000000,110499.51000000001,0.01
1756195904000000000,110499.49,0.01
1756195905000000000,110499.43000000001,0.01
1756195906000000000,110499.34,0.0048000000000000004
1756195907000000000,110499.27,0.01
1756195908000000000,110499.22,0.0057
1756195909000000000,110499.15000000001,0.01
1756195910000000000,110499.12,0.0048000000000000004
1756195911000000000,110499.08,0.01
1756195912000000000,110499.0,0.01
1756195913000000000,110499.03,0.01
1756195914000000000,110498.88,0.01
1756195915000000000,110498.82,0.01
1756195916000000000,110498.8,0.01
1756195917000000000,110498.73,0.0048000000000000004
1756195918000000000,110498.76000000001,0.01
1756195919000000000,110498.6,0.01
1756195920000000000,110498.6,0.01
1756195921000000000,110498.58,0.01
1756195922000000000,110498.51000000001,0.0048000000000000004
1756195923000000000,110498.52,0.01
1756195924000000000,110498.52,0.01
1756195925000000000,110498.5,0.01
1756195926000000000,110498.5,0.01
1756195927000000000,110498.44,0.006
1756195928000000000,110498.35,0.01
1756195929000000000,110498.35,0.01
1756195930000000000,110498.31,0.01
1756195931000000000,110498.31,0.01
1756195932000000000,110498.29000000001,0.01
1756195933000000000,110498.29000000001,0.01
1756195934000000000,110498.27,0.01
1756195935000000000,110498.25,0.01
1756195936000000000,110498.21,0.01
1756195937000000000,110498.21,0.01
1756195938000000000,110498.18000000001,0.0048000000000000004
1756195939000000000,110498.11,0.01
1756195940000000000,110498.03,0.01
1756195941000000000,110497.96,0.01
1756195942000000000,110497.90000000001,0.0048000000000000004
1756195943000000000,110497.95,0.01
1756195944000000000,110497.88,0.01
1756195945000000000,110497.88,0.01
1756195946000000000,110497.88,0.01
1756195947000000000,110497.88,0.01
1756195948000000000,110497.84,0.01
1756195949000000000,110497.77,0.0048000000000000004
1756195950000000000,110497.8,0.01
1756195951000000000,110497.74,0.01
1756195952000000000,110497.73,0.0048000000000000004
1756195953000000000,110497.7,0.01
1756195954000000000,110497.66,0.01
1756195955000000000,110497.64,0.01
1756195956000000000,110497.52,0.01
1756195957000000000,110497.59,0.0048000000000000004
1756195958000000000,110497.58,0.01
1756195959000000000,110497.52,0.0048000000000000004
1756195960000000000,110497.45,0.01
1756195961000000000,110497.43000000001,0.01
1756195962000000000,110497.38,0.0048000000000000004
1756195963000000000,110497.31,0.01
1756195964000000000,110497.38,0.0048000000000000004
1756195965000000000,110497.3,0.006
1756195966000000000,110497.25,0.01
1756195967000000000,110497.23,0.01
1756195968000000000,110497.17,0.01
1756195969000000000,110497.21,0.0048000000000000004
1756195970000000000,110497.16,0.01
1756195971000000000,110497.15000000001,0.0048000000000000004
1756195972000000000,110497.09,0.001
1756195973000000000,110497.06,0.01
1756195974000000000,110497.02,0.01
1756195975000000000,110497.0,0.01
1756195976000000000,110497.02,0.01
1756195977000000000,110496.96,0.01
1756195978000000000,110496.95,0.01
1756195979000000000,110496.89,0.01
1756195980000000000,110496.83,0.01
1756195981000000000,110496.77,0.01
1756195982000000000,110496.85,0.01
1756195983000000000,110496.78,0.0048000000000000004
1756195984000000000,110496.73,0.01
1756195985000000000,110496.73,0.01
1756195986000000000,110496.71,0.01
1756195987000000000,110496.7,0.01
1756195988000000000,110496.68000000001,0.01
1756195989000000000,110496.66,0.01
1756195990000000000,110496.61,0.01
1756195991000000000,110496.54000000001,0.0048000000000000004
1756195992000000000,110496.47,0.01
1756195993000000000,110496.45,0.01
1756195994000000000,110496.42,0.0048000000000000004
1756195995000000000,110496.37,0.01
1756195996000000000,110496.35,0.01
1756195997000000000,110496.34,0.0048000000000000004
1756195998000000000,110496.35,0.01
1756195999000000000,110496.29000000001,0.01
1756196000000000000,110496.27,0.01
1756196001000000000,110496.27,0.01
1756196002000000000,110496.19,0.01
1756196003000000000,110496.16,0.0048000000000000004
1756196004000000000,110496.12,0.01
1756196005000000000,110496.12,0.01
1756196006000000000,110496.14,0.01
1756196007000000000,110496.11,0.006
1756196008000000000,110496.05,0.0048000000000000004
1756196009000000000,110496.05,0.01
1756196010000000000,110496.03,0.01
1756196011000000000,110495.96,0.0048000000000000004
1756196012000000000,110495.92,0.0048000000000000004
1756196013000000000,110495.89,0.01
1756196014000000000,110495.89,0.01
1756196015000000000,110495.89,0.01
1756196016000000000,110495.85,0.01
1756196017000000000,110495.81,0.01
1756196018000000000,110495.77,0.01
1756196019000000000,110495.84,0.01
1756196020000000000,110495.77,0.01
1756196021000000000,110495.72,0.0048000000000000004
1756196022000000000,110495.77,0.01
1756196023000000000,110495.77,0.01
1756196024000000000,110495.74,0.0048000000000000004
1756196025000000000,110495.72,0.01
1756196026000000000,110495.69,0.0048000000000000004
1756196027000000000,110495.68000000001,0.01
1756196028000000000,110495.71,0.006
1756196029000000000,110495.66,0.01
1756196030000000000,110495.7,0.01
1756196031000000000,110495.68000000001,0.01
1756196032000000000,110495.64,0.01
1756196033000000000,110495.6,0.01
1756196034000000000,110495.58,0.01
1756196035000000000,110495.53,0.01
1756196036000000000,110495.52,0.01
1756196037000000000,110495.5,0.01
1756196038000000000,110495.5,0.01
1756196039000000000,110495.5,0.01
1756196040000000000,110495.48,0.01
1756196041000000000,110495.46,0.01
1756196042000000000,110495.46,0.01
1756196043000000000,110495.46,0.01
1756196044000000000,110495.46,0.01
1756196045000000000,110495.46,0.01
1756196046000000000,110495.44,0.01
1756196047000000000,110495.44,0.01
1756196048000000000,110495.36,0.01
1756196049000000000,110495.35,0.01
1756196050000000000,110495.34,0.01
1756196051000000000,110495.32,0.01
1756196052000000000,110495.32,0.01
1756196053000000000,110495.28,0.01
1756196054000000000,110495.21,0.0048000000000000004
1756196055000000000,110495.24,0.01
1756196056000000000,110495.22,0.01
1756196057000000000,110495.15000000001,0.0048000000000000004
1756196058000000000,110495.08,0.01
1756196059000000000,110495.07,0.001
1756196060000000000,110495.0,0.01
1756196061000000000,110494.93000000001,0.0048000000000000004
1756196062000000000,110494.87,0.01
1756196063000000000,110494.79000000001,0.01
1756196064000000000,110494.85,0.01
1756196065000000000,110494.85,0.01
1756196066000000000,110494.85,0.01
1756196067000000000,110494.85,0.01
1756196068000000000,110494.85,0.01
1756196069000000000,110494.85,0.01
1756196070000000000,110494.79000000001,0.01
1756196071000000000,110494.73,0.01
1756196072000000000,110494.66,0.0048000000000000004
1756196073000000000,110494.58,0.01
1756196074000000000,110494.51000000001,0.006
1756196075000000000,110494.43000000001,0.0048000000000000004
1756196076000000000,110494.36,0.01
1756196077000000000,110494.3,0.01
1756196078000000000,110494.23,0.0048000000000000004
1756196079000000000,110494.2,0.01
1756196080000000000,110494.18000000001,0.01
1756196081000000000,110494.14,0.01
1756196082000000000,110494.07,0.0048000000000000004
1756196083000000000,110494.0,0.01
1756196084000000000,110493.94,0.01
1756196085000000000,110493.97,0.0048000000000000004
1756196086000000000,110493.94,0.01
1756196087000000000,110493.90000000001,0.01
1756196088000000000,110493.85,0.0048000000000000004
1756196089000000000,110493.86,0.01
1756196090000000000,110493.82,0.01
1756196091000000000,110493.76000000001,0.01
1756196092000000000,110493.7,0.01
1756196093000000000,110493.62,0.01
1756196094000000000,110493.57,0.01
1756196095000000000,110493.55,0.01
1756196096000000000,110493.55,0.01
1756196097000000000,110493.55,0.01
1756196098000000000,110493.48,0.0048000000000000004
1756196099000000000,110493.40000000001,0.01
1756196100000000000,110493.38,0.01
1756196101000000000,110493.31,0.0048000000000000004
1756196102000000000,110493.32,0.01
1756196103000000000,110493.3,0.01
1756196104000000000,110493.22,0.01
1756196105000000000,110493.23,0.01
1756196106000000000,110493.23,0.01
1756196107000000000,110493.21,0.01
1756196108000000000,110493.18000000001,0.01
1756196109000000000,110493.18000000001,0.01
1756196110000000000,110493.18000000001,0.01
1756196111000000000,110493.14,0.01
1756196112000000000,110493.1,0.01
1756196113000000000,110493.08,0.01
1756196114000000000,110493.08,0.01
1756196115000000000,110493.08,0.01
1756196116000000000,110493.06,0.01
1756196117000000000,110493.04000000001,0.01
1756196118000000000,110493.04000000001,0.01
1756196119000000000,110493.04000000001,0.01
1756196120000000000,110493.01000000001,0.006
1756196121000000000,110493.0,0.01
1756196122000000000,110492.98,0.01
1756196123000000000,110492.96,0.01
1756196124000000000,110492.96,0.01
1756196125000000000,110492.96,0.01
1756196126000000000,110492.96,0.01
1756196127000000000,110492.96,0.01
1756196128000000000,110492.96,0.01
1756196129000000000,110492.94,0.006
1756196130000000000,110492.92,0.006
1756196131000000000,110492.89,0.01
1756196132000000000,110492.85,0.01
1756196133000000000,110492.85,0.01
1756196134000000000,110492.81,0.01
1756196135000000000,110492.79000000001,0.01
1756196136000000000,110492.78,0.0001
1756196137000000000,110492.78,0.0001
1756196138000000000,110492.76000000001,0.01
1756196139000000000,110492.74,0.01
1756196140000000000,110492.74,0.01
1756196141000000000,110492.74,0.01
1756196142000000000,110492.74,0.01
1756196143000000000,110492.74,0.01
1756196144000000000,110492.71,0.0001
1756196145000000000,110492.71,0.0001
1756196146000000000,110492.71,0.0001
1756196147000000000,110492.7,0.01
1756196148000000000,110492.69,0.0001
1756196149000000000,110492.68000000001,0.01
1756196150000000000,110492.67,0.01
1756196151000000000,110492.66,0.0001
1756196152000000000,110492.62,0.01
1756196153000000000,110492.6,0.01
1756196154000000000,110492.6,0.01
1756196155000000000,110492.59,0.0005
1756196156000000000,110492.55,0.01
1756196157000000000,110492.55,0.01
1756196158000000000,110492.53,0.01
1756196159000000000,110492.52,0.01
1756196160000000000,110492.5,0.01
1756196161000000000,110492.5,0.01
1756196162000000000,110492.48,0.01
1756196163000000000,110492.47,0.0005
1756196164000000000,110492.45,0.01
1756196165000000000,110492.45,0.01
1756196166000000000,110492.45,0.01
1756196167000000000,110492.45,0.01
1756196168000000000,110492.41,0.01
1756196169000000000,110492.41,0.01
1756196170000000000,110492.40000000001,0.0005
1756196171000000000,110492.40000000001,0.0005
1756196172000000000,110492.39,0.006
1756196173000000000,110492.37,0.01
1756196174000000000,110492.36,0.01
1756196175000000000,110492.36,0.01
1756196176000000000,110492.36,0.01
1756196177000000000,110492.32,0.01
1756196178000000000,110492.32,0.01
1756196179000000000,110492.3,0.01
1756196180000000000,110492.3,0.01
1756196181000000000,110492.26000000001,0.01
1756196182000000000,110492.26000000001,0.01
1756196183000000000,110492.24,0.01
1756196184000000000,110492.24,0.01
1756196185000000000,110492.24,0.01
1756196186000000000,110492.24,0.01
1756196187000000000,110492.24,0.01
1756196188000000000,110492.24,0.0047
